element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,1,"=""675.6163""","=""""","=""675.61630""","=""""","=""5""","=""3.6e+05""",D+,"=""13.30222747""","=""15.13684847""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""L2634""",
N,1,"=""""","=""""","=""675.9198""","=""""","=""""","=""5.18e+05""",D+,"=""11.8444770""","=""13.6782741""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""3/2""",,"=""u18,LS""","=""""",
Ar,1,"=""676.6612""","=""""","=""676.66113""","=""""","=""15""","=""4.0e+05""",D+,"=""13.17177770""","=""15.00356588""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""L2634""",
N,1,"=""""","=""""","=""676.9610""","=""""","=""""","=""8.02e+05""",D+,"=""11.8444770""","=""13.6754539""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""5/2""",,"=""u18,LS""","=""""",
B,1,"=""""","=""""","=""677.866""","=""0.009""","=""""","=""1.6e+04""",C,"=""7.1646047""","=""8.993138""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s.2p2""","=""2P""","=""3/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""677.895""","=""0.009""","=""""","=""8.02e+04""",C,"=""7.1646833""","=""8.993138""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s.2p2""","=""2P""","=""3/2""",,"=""u27""","=""""",
Ar,1,"=""""","=""""","=""677.99259""","=""""","=""""","=""1.21e+05""",C,"=""13.47988682""","=""15.30807770""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""0""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""T1164n""","=""""",
B,1,"=""""","=""""","=""678.401""","=""0.009""","=""""","=""6.39e+04""",C,"=""7.1646047""","=""8.991694""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s.2p2""","=""2P""","=""1/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""678.431""","=""0.009""","=""""","=""3.2e+04""",C,"=""7.1646833""","=""8.991694""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s.2p2""","=""2P""","=""1/2""",,"=""u27""","=""""",
B,2,"=""678.612""","=""0.003""","=""678.614""","=""0.003""","=""0.5""","=""3.93e+06""",C,"=""21.150629""","=""22.977146""","=""1s2.2s.4p""","=""1P*""","=""1""","=""1s2.2s.5d""","=""1D""","=""2""",,"=""u27""","=""L12120""",
Ar,1,"=""""","=""""","=""681.82888""","=""""","=""""","=""2.0e+05""",D,"=""13.28263902""","=""15.10054371""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""""",
B,1,"=""""","=""""","=""681.95167""","=""0.00020""","=""""","=""2.2e+06""",D+,"=""5.9334881""","=""7.7510655""","=""2s.2p2""","=""2D""","=""5/2""","=""2s2.5f""","=""2F*""","=""7/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""681.95167""","=""0.00020""","=""""","=""1.4e+05""",D+,"=""5.9334881""","=""7.7510655""","=""2s.2p2""","=""2D""","=""5/2""","=""2s2.5f""","=""2F*""","=""5/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""681.96637""","=""0.00024""","=""""","=""2.0e+06""",D+,"=""5.9335273""","=""7.7510655""","=""2s.2p2""","=""2D""","=""3/2""","=""2s2.5f""","=""2F*""","=""5/2""",,"=""u27""","=""""",
Ar,1,"=""""","=""""","=""682.72488""","=""""","=""""","=""2.4e+05""",D,"=""13.30222747""","=""15.11774638""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""685.18842""","=""""","=""""","=""6.7e+04""",D,"=""13.32785705""","=""15.13684847""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,1,"=""687.1289""","=""""","=""687.12889""","=""""","=""150""","=""2.78e+06""",C,"=""12.90701530""","=""14.71089810""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""L2634""",
Ar,1,"=""687.9582""","=""""","=""687.95825""","=""""","=""5""","=""1.8e+05""",D+,"=""13.15314387""","=""14.95485204""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""L2634""",
N,1,"=""""","=""""","=""688.4314""","=""""","=""""","=""2.90e+02""",C,"=""10.3259087""","=""12.1263787""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""",,"=""T7370""","=""""",
Ar,1,"=""""","=""""","=""688.70882""","=""""","=""""","=""1.3e+05""",D+,"=""13.17177770""","=""14.97152236""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""3""",,"=""T1218n""","=""""",
Ar,1,"=""688.8174""","=""""","=""688.81743""","=""""","=""10""","=""2.5e+05""",D+,"=""13.15314387""","=""14.95260474""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""L2634""",
N,1,"=""""","=""""","=""690.0355""","=""""","=""""","=""1.27e+03""",C,"=""10.3300944""","=""12.1263787""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""",,"=""T7370""","=""""",
N,1,"=""""","=""""","=""690.1261""","=""""","=""""","=""8.1e+01""",D,"=""10.3259087""","=""12.1219574""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""",,"=""T7370""","=""""",
N,1,"=""""","=""""","=""691.7382""","=""""","=""""","=""8.7e+01""",C,"=""10.3300944""","=""12.1219574""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""1/2""",,"=""T7370""","=""""",
N,1,"=""""","=""""","=""692.2713""","=""""","=""""","=""7.0e+02""",C,"=""10.3358956""","=""12.1263787""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p2.(3P).3p""","=""2P*""","=""3/2""",,"=""T7370""","=""""",
Ar,1,"=""""","=""""","=""692.50094""","=""""","=""""","=""1.2e+05""",D+,"=""13.32785705""","=""15.11774638""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
N,1,"=""""","=""""","=""692.6670""","=""""","=""""","=""7.75e+05""",B,"=""11.8397086""","=""13.6291690""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",,"=""T6340n""","=""""",
Ar,1,"=""693.7664""","=""""","=""693.7664""","=""""","=""50""","=""3.08e+06""",C,"=""12.90701530""","=""14.6936397""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""L2634""",
N,1,"=""""","=""""","=""694.5177""","=""""","=""""","=""1.83e+06""",B,"=""11.8444770""","=""13.6291690""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""5/2""",,"=""T6340n""","=""""",
Ar,1,"=""695.1478""","=""""","=""695.14774""","=""""","=""7""","=""2.2e+05""",D,"=""13.17177770""","=""14.95485204""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""L2634""",
N,1,"=""""","=""""","=""695.1600""","=""""","=""""","=""1.03e+06""",B,"=""11.8374298""","=""13.6204726""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",,"=""T6340n""","=""""",
Ar,1,"=""696.0250""","=""""","=""696.02498""","=""""","=""7""","=""2.4e+05""",D,"=""13.17177770""","=""14.95260474""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""L2634""",
N,1,"=""""","=""""","=""696.0496""","=""""","=""""","=""4.67e+05""",B,"=""11.8397086""","=""13.6204726""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",,"=""T6340n""","=""""",
Ar,1,"=""696.5431""","=""""","=""696.54300""","=""""","=""10000""","=""6.4e+06""",B+,"=""11.54835442""","=""13.32785705""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""",,"=""T5223""","=""L2634""",
N,1,"=""""","=""""","=""697.3074""","=""""","=""""","=""3.83e+05""",B,"=""11.8374298""","=""13.6149817""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""",,"=""T6340n""","=""""",
B,2,"=""""","=""""","=""697.688""","=""0.024""","=""""","=""1.82e+04""",A,"=""16.089904""","=""17.866488""","=""1s2.2s.3s""","=""3S""","=""1""","=""1s2.2s.3p""","=""1P*""","=""1""",,"=""T7096""","=""""",
N,1,"=""""","=""""","=""697.9185""","=""""","=""""","=""9.83e+05""",B,"=""11.8444770""","=""13.6204726""","=""2s2.2p2.(3P).3p""","=""4P*""","=""5/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""3/2""",,"=""T6340n""","=""""",
N,1,"=""""","=""""","=""698.2025""","=""""","=""""","=""2.04e+06""",B,"=""11.8397086""","=""13.6149817""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""","=""2s2.2p2.(3P).5s""","=""4P""","=""1/2""",,"=""T6340n""","=""""",
Ar,1,"=""""","=""""","=""699.22122""","=""""","=""""","=""7.5e+05""",D+,"=""13.32785705""","=""15.10054371""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""""",
B,2,"=""703.020""","=""0.003""","=""703.027""","=""0.003""","=""4""","=""3.97e+07""",A,"=""16.089904""","=""17.852994""","=""1s2.2s.3s""","=""3S""","=""1""","=""1s2.2s.3p""","=""3P*""","=""2""",,"=""T7096""","=""L12120""",
Ar,1,"=""703.0251""","=""""","=""703.02507""","=""""","=""150""","=""2.67e+06""",C,"=""13.07571571""","=""14.83881100""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""L2634""",
B,2,"=""703.190""","=""0.003""","=""703.203""","=""0.003""","=""3""","=""3.98e+07""",A,"=""16.089904""","=""17.852554""","=""1s2.2s.3s""","=""3S""","=""1""","=""1s2.2s.3p""","=""3P*""","=""1""",,"=""T7096""","=""L12120""",
B,2,"=""703.254""","=""0.003""","=""703.233""","=""0.003""","=""2""","=""3.97e+07""",A,"=""16.089904""","=""17.852479""","=""1s2.2s.3s""","=""3S""","=""1""","=""1s2.2s.3p""","=""3P*""","=""0""",,"=""T7096""","=""L12120""",
Ar,1,"=""706.7218""","=""""","=""706.72175""","=""""","=""10000""","=""3.8e+06""",B,"=""11.54835442""","=""13.30222747""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""",,"=""T5223""","=""L2634""",
Ar,1,"=""706.8736""","=""""","=""706.87354""","=""""","=""100""","=""2.0e+06""",D+,"=""13.09487256""","=""14.84836899""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""L2634""",
Ar,1,"=""""","=""""","=""708.67047""","=""""","=""""","=""1.5e+05""",D+,"=""13.27303810""","=""15.02208834""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""0""","=""3s2.3p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""710.7478""","=""""","=""710.74772""","=""""","=""25""","=""4.5e+05""",D+,"=""13.09487256""","=""14.83881100""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""L2634""",
Ar,1,"=""712.5820""","=""""","=""712.58201""","=""""","=""25""","=""6.0e+05""",D+,"=""13.28263902""","=""15.02208834""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""L2634""",
Ar,1,"=""714.7042""","=""""","=""714.70410""","=""""","=""1000""","=""6.3e+05""",B,"=""11.54835442""","=""13.28263902""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""",,"=""T5223""","=""L2634""",
Ar,1,"=""715.8839""","=""""","=""715.8839""","=""""","=""15""","=""2.1e+06""",D+,"=""13.28263902""","=""15.0140655""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""L2634""",
B,2,"=""""","=""""","=""715.955""","=""0.015""","=""""","=""1.19e+07""",C,"=""22.52242""","=""24.25367""","=""1s2.2p.3s""","=""3P*""","=""1""","=""1s2.2p.3p""","=""3P""","=""2""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""716.016""","=""0.015""","=""""","=""1.6e+07""",C,"=""22.52122""","=""24.25233""","=""1s2.2p.3s""","=""3P*""","=""0""","=""1s2.2p.3p""","=""3P""","=""1""",,"=""u27,LS""","=""""",
Ar,1,"=""""","=""""","=""716.25567""","=""""","=""""","=""5.8e+04""",D,"=""13.27303810""","=""15.00356588""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""0""","=""3s2.3p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""""",
B,2,"=""""","=""""","=""716.511""","=""0.015""","=""""","=""1.2e+07""",C,"=""22.52242""","=""24.25233""","=""1s2.2p.3s""","=""3P*""","=""1""","=""1s2.2p.3p""","=""3P""","=""1""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""716.846""","=""0.021""","=""""","=""4.7e+07""",C,"=""22.52242""","=""24.25152""","=""1s2.2p.3s""","=""3P*""","=""1""","=""1s2.2p.3p""","=""3P""","=""0""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""717.045""","=""0.015""","=""""","=""3.56e+07""",C,"=""22.52505""","=""24.25367""","=""1s2.2p.3s""","=""3P*""","=""2""","=""1s2.2p.3p""","=""3P""","=""2""",,"=""u27,LS""","=""""",
B,2,"=""""","=""""","=""717.602""","=""0.015""","=""""","=""1.97e+07""",C,"=""22.52505""","=""24.25233""","=""1s2.2p.3s""","=""3P*""","=""2""","=""1s2.2p.3p""","=""3P""","=""1""",,"=""u27,LS""","=""""",
B,1,"=""""","=""""","=""720.593""","=""0.008""","=""""","=""1.65e+05""",C,"=""6.0271033""","=""7.747215""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s2.5d""","=""2D""","=""3/2""",,"=""T7192""","=""""",
B,1,"=""""","=""""","=""720.685""","=""0.008""","=""""","=""1.98e+05""",C,"=""6.0273243""","=""7.747215""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""5/2""",,"=""T7192""","=""""",
B,1,"=""""","=""""","=""720.685""","=""0.008""","=""""","=""3.30e+04""",C,"=""6.0273243""","=""7.747215""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""3/2""",,"=""T7192""","=""""",
Ar,1,"=""720.6980""","=""""","=""720.69805""","=""""","=""70""","=""2.48e+06""",C,"=""13.30222747""","=""15.02208834""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""L2634""",
B,1,"=""""","=""""","=""720.766""","=""0.007""","=""""","=""8.60e+05""",C+,"=""6.0271033""","=""7.746801""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s2.6s""","=""2S""","=""1/2""",,"=""u27""","=""""",
B,1,"=""""","=""""","=""720.859""","=""0.008""","=""""","=""1.72e+06""",C+,"=""6.0273243""","=""7.746801""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.6s""","=""2S""","=""1/2""",,"=""u27""","=""""",
B,2,"=""""","=""""","=""722.85""","=""0.03""","=""""","=""1.4e+07""",C,"=""20.821325""","=""22.53607""","=""1s2.2s.4s""","=""1S""","=""0""","=""1s2.2s.5p""","=""1P*""","=""1""",,"=""u27""","=""""",
Ar,1,"=""""","=""""","=""722.994""","=""""","=""""","=""6.6e+04""",D,"=""13.09487256""","=""14.809272""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,1,"=""726.5172""","=""""","=""726.517""","=""""","=""15""","=""1.7e+05""",D,"=""13.15314387""","=""14.859230""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""L2634""",
Ar,1,"=""727.0664""","=""""","=""727.067""","=""""","=""7""","=""1.1e+05""",D,"=""13.07571571""","=""14.780512""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""",,"=""T1218n""","=""L2634""",
Ar,1,"=""727.2936""","=""""","=""727.29354""","=""""","=""2000""","=""1.83e+06""",B+,"=""11.62359272""","=""13.32785705""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""",,"=""T5223""","=""L2634""",
Ar,1,"=""""","=""""","=""728.54433""","=""""","=""""","=""1.2e+05""",D,"=""13.30222747""","=""15.00356588""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""""",
N,1,"=""""","=""""","=""730.6559""","=""""","=""""","=""4.03e+04""",C,"=""12.0001429""","=""13.6965647""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2D""","=""5/2""",,"=""u18,LS""","=""""",
Ar,1,"=""731.1716""","=""""","=""731.17161""","=""""","=""35""","=""1.7e+06""",D+,"=""13.15314387""","=""14.84836899""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""L2634""",
Ar,1,"=""731.6005""","=""""","=""731.60052""","=""""","=""25""","=""9.6e+05""",D+,"=""13.32785705""","=""15.02208834""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""L2634""",
N,1,"=""""","=""""","=""731.8975""","=""""","=""""","=""5.41e+05""",C,"=""12.0001429""","=""13.6936867""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""734.7570""","=""""","=""""","=""5.55e+05""",C,"=""12.0096116""","=""13.6965647""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""2D""","=""5/2""",,"=""u18,LS""","=""""",
Ar,1,"=""735.0814""","=""""","=""735.0814""","=""""","=""5""","=""1.2e+06""",D+,"=""13.32785705""","=""15.0140655""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).6s""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""L2634""",
N,1,"=""""","=""""","=""735.1363""","=""""","=""""","=""1.32e+06""",D+,"=""11.9955753""","=""13.6816580""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""1/2""",,"=""T5723LS""","=""""",
Ar,1,"=""""","=""""","=""735.31749""","=""""","=""""","=""2.1e+05""",E,"=""13.15314387""","=""14.83881100""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""2""",,"=""T1203""","=""""",
Ar,1,"=""735.3293""","=""""","=""735.330""","=""""","=""70""","=""9.6e+05""",D+,"=""13.09487256""","=""14.780512""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""",,"=""T1218n""","=""L2634""",
N,1,"=""""","=""""","=""736.0126""","=""""","=""""","=""5.91e+04""",C,"=""12.0096116""","=""13.6936867""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""2D""","=""3/2""",,"=""u18,LS""","=""""",
N,1,"=""""","=""""","=""736.6146""","=""""","=""""","=""1.31e+06""",D+,"=""11.9955753""","=""13.6782741""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""3/2""",,"=""T5723LS""","=""""",
Ar,1,"=""737.2118""","=""""","=""737.2117""","=""""","=""200""","=""1.9e+06""",D+,"=""13.07571571""","=""14.7570516""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""",,"=""T1218n""","=""L2634""",
N,1,"=""""","=""""","=""737.8513""","=""""","=""""","=""1.30e+06""",D+,"=""11.9955753""","=""13.6754539""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""4P""","=""5/2""",,"=""T5723LS""","=""""",
N,1,"=""""","=""""","=""738.0100""","=""""","=""""","=""1.94e+03""",C,"=""10.3300944""","=""12.0096116""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""",,"=""T7370""","=""""",
Ar,1,"=""738.3980""","=""""","=""738.39801""","=""""","=""10000""","=""8.5e+06""",B,"=""11.62359272""","=""13.30222747""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""2""",,"=""T5223""","=""L2634""",
N,1,"=""""","=""""","=""739.0826""","=""""","=""""","=""4.3e-04""",D,"=""10.6796703""","=""12.3567502""","=""2s2.2p2.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",M1,"=""T7370""","=""""",
Ar,1,"=""739.2980""","=""""","=""739.29798""","=""""","=""20""","=""7.2e+05""",D+,"=""13.17177770""","=""14.84836899""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).6s""","=""2[3/2]*""","=""1""",,"=""T1218n""","=""L2634""",
N,1,"=""739.864""","=""""","=""""","=""""","=""210""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3513""",
N,1,"=""""","=""""","=""740.3388""","=""""","=""""","=""1.14e+04""",B,"=""10.3259087""","=""12.0001429""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""",,"=""T7370""","=""""",
N,1,"=""""","=""""","=""740.5680""","=""""","=""""","=""4.39e+03""",B,"=""10.3358956""","=""12.0096116""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""",,"=""T7370""","=""""",
N,1,"=""740.612""","=""""","=""740.6122""","=""""","=""160""","=""1.52e+06""",C,"=""12.0001429""","=""13.6737591""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""","=""2s2.2p2.(3P).4d""","=""2F""","=""5/2""",,"=""u18,LS""","=""L3513""",
N,1,"=""740.624""","=""""","=""740.6239""","=""""","=""265""","=""1.63e+06""",C,"=""12.0096116""","=""13.6832014""","=""2s2.2p2.(3P).3p""","=""2D*""","=""5/2""","=""2s2.2p2.(3P).4d""","=""2F""","=""7/2""",,"=""u18,LS""","=""L3513""",
Ar,1,"=""741.2337""","=""""","=""741.23366""","=""""","=""15""","=""3.9e+05""",D+,"=""13.28263902""","=""14.95485204""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""L2634""",
N,1,"=""""","=""""","=""742.1943""","=""""","=""""","=""1.63e+04""",B,"=""10.3300944""","=""12.0001429""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s2.2p2.(3P).3p""","=""2D*""","=""3/2""",,"=""T7370""","=""""",
Ar,1,"=""""","=""""","=""742.23116""","=""""","=""""","=""6.6e+04""",D,"=""13.28263902""","=""14.95260474""","=""3s2.3p5.(2P*<1/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
N,1,"=""742.364""","=""""","=""742.3641""","=""""","=""685""","=""5.64e+06""",B+,"=""10.3259087""","=""11.9955753""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""4S*""","=""3/2""",,"=""T7370""","=""L3513""",
